construction,N,num_blocks,num_matching,predicted_alpha,actual_alpha,alpha_gap,d_max,c,k4_free,block_ids,k_copies,source,g6
single,84,1,30,42,42,0,6,1.6743,1,83,12,,~?@S??Fw??????????^_??????????????????~???????????????????????????~???????????????????????????????????^_??????????????????????????????????????????Fw??????_?????@??????@???????_??????G????????????????~?????G???????G???????C???????@????????G????????????????????B{???@?????????_????????G????????@?????????C?????????????????????????Fw??C?????????@??????????G??????????_?????????@??????????????????????????????Fw?G??????????@???????????C???????????G???????????G??????????????????????????????????B{G????????????_???????????@????????????@?????????????_???????????????????????????????????????~
single,12,1,3,5,5,0,4,1.2022,1,22,2,,K?qw?__O?E?V
single,18,1,4,8,8,0,4,1.2824,1,22,3,,Q?qwA????E?V??C?C???_??o?Aw
single,24,1,6,10,10,0,4,1.2022,1,22,4,,W?qw?????E?V???C?C?A???o?Aw???_??_??O?????E???V
single,30,1,7,13,13,0,4,1.2503,1,22,5,,]?qw?????E?V??O????????o?Aw????_??_??O????E???V????C???C??????_?????o???Aw
single,36,1,9,15,15,0,4,1.2022,1,22,6,,c?qw?????E?V???????????o?Aw?????_??_??O???E???V?????C???C???A???????o???Aw?????_????_????O?????????E?????V
single,42,1,10,18,18,0,4,1.2366,1,22,7,,i?qw?????E?V???????????o?Aw??A????????????E???V??????C???C???A??????o???Aw??????_????_????O????????E?????V??????C?????C?????????_????????o?????Aw
single,48,1,12,20,20,0,4,1.2022,1,22,8,,o?qw?????E?V???????????o?Aw???????????????E???V???????C???C???A?????o???Aw???????_????_????O???????E?????V???????C?????C?????A???????????o?????Aw???????_??????_??????O?????????????E???????V
single,54,1,13,23,23,0,4,1.229,1,22,9,,u?qw?????E?V???????????o?Aw???????????????E???V????O????????????????o???Aw????????_????_????O??????E?????V????????C?????C?????A??????????o?????Aw????????_??????_??????O????????????E???????V????????C???????C????????????_???????????o???????Aw
single,60,1,15,25,25,0,4,1.2022,1,22,10,,{?qw?????E?V???????????o?Aw???????????????E???V?????????????????????o???Aw?????????_????_????O?????E?????V?????????C?????C?????A?????????o?????Aw?????????_??????_??????O???????????E???????V?????????C???????C???????A???????????????o???????Aw?????????_????????_????????O?????????????????E?????????V
single,66,1,16,28,28,0,4,1.2241,1,22,11,,~?@A?qw?????E?V???????????o?Aw???????????????E???V?????????????????????o???Aw????A????????????????????E?????V??????????C?????C?????A????????o?????Aw??????????_??????_??????O??????????E???????V??????????C???????C???????A??????????????o???????Aw??????????_????????_????????O????????????????E?????????V??????????C?????????C???????????????_??????????????o?????????Aw
single,72,1,18,30,30,0,4,1.2022,1,22,12,,~?@G?qw?????E?V???????????o?Aw???????????????E???V?????????????????????o???Aw?????????????????????????E?????V???????????C?????C?????A???????o?????Aw???????????_??????_??????O?????????E???????V???????????C???????C???????A?????????????o???????Aw???????????_????????_????????O???????????????E?????????V???????????C?????????C?????????A???????????????????o?????????Aw???????????_??????????_??????????O?????????????????????E???????????V
single,12,1,3,5,5,0,4,1.2022,1,26,2,,K?z[??OG?F?Z
single,18,1,4,8,8,0,4,1.2824,1,26,3,,Q?zW??_??F?Z_???A???_??w?BW
single,24,1,6,10,10,0,4,1.2022,1,26,4,,W?zW?????F?Z?_???A?@???w?B[??????O??G?????F???Z
single,30,1,7,13,13,0,4,1.2503,1,26,5,,]?zW?????F?Z????C??????w?BWC??????O??G????F???Z_???????A??????_?????w???BW
single,36,1,9,15,15,0,4,1.2022,1,26,6,,c?zW?????F?Z???????????w?BW?C??????O??G???F???Z?_???????A???@???????w???B[??????????O????G?????????F?????Z
single,42,1,10,18,18,0,4,1.2366,1,26,7,,i?zW?????F?Z???????????w?BW??????_????????F???Z??_???????A???@??????w???BWC??????????O????G????????F?????Z_???????????A?????????_????????w?????BW
single,48,1,12,20,20,0,4,1.2022,1,26,8,,o?zW?????F?Z???????????w?BW???????????????F???Z???_???????A???@?????w???BW?C??????????O????G???????F?????Z?_???????????A?????@???????????w?????B[??????????????O??????G?????????????F???????Z
single,54,1,13,23,23,0,4,1.229,1,26,9,,u?zW?????F?Z???????????w?BW???????????????F???Z????????C????????????w???BW??C??????????O????G??????F?????Z??_???????????A?????@??????????w?????BWC??????????????O??????G????????????F???????Z_???????????????A????????????_???????????w???????BW
single,60,1,15,25,25,0,4,1.2022,1,26,10,,{?zW?????F?Z???????????w?BW???????????????F???Z?????????????????????w???BW???C??????????O????G?????F?????Z???_???????????A?????@?????????w?????BW?C??????????????O??????G???????????F???????Z?_???????????????A???????@???????????????w???????B[??????????????????O????????G?????????????????F?????????Z
single,66,1,16,28,28,0,4,1.2241,1,26,11,,~?@A?zW?????F?Z???????????w?BW???????????????F???Z?????????????????????w???BW??????????_??????????????F?????Z????_???????????A?????@????????w?????BW??C??????????????O??????G??????????F???????Z??_???????????????A???????@??????????????w???????BWC??????????????????O????????G????????????????F?????????Z_???????????????????A???????????????_??????????????w?????????BW
single,72,1,18,30,30,0,4,1.2022,1,26,12,,~?@G?zW?????F?Z???????????w?BW???????????????F???Z?????????????????????w???BW?????????????????????????F?????Z?????_???????????A?????@???????w?????BW???C??????????????O??????G?????????F???????Z???_???????????????A???????@?????????????w???????BW?C??????????????????O????????G???????????????F?????????Z?_???????????????????A?????????@???????????????????w?????????B[??????????????????????O??????????G?????????????????????F???????????Z
single,12,1,3,5,5,0,5,1.2944,1,23,2,,K?r{??OG?E?^
single,18,1,4,8,8,0,5,1.3807,1,23,3,,Q?r{??_??E?^????A???_??o?Bw
single,24,1,6,10,10,0,5,1.2944,1,23,4,,W?r{?????E?^?????A?@???o?Bw?C????O??G?????E???^
single,30,1,7,13,13,0,5,1.3462,1,23,5,,]?r{?????E?^????C??????o?Bw???????O??G????E???^??_?????A??????_?????o???Bw
single,36,1,9,15,15,0,5,1.2944,1,23,6,,c?r{?????E?^???????????o?Bw????????O??G???E???^???_?????A???@???????o???Bw?C????????O????G?????????E?????^
single,42,1,10,18,18,0,5,1.3314,1,23,7,,i?r{?????E?^???????????o?Bw??????_????????E???^??????????A???@??????o???Bw??C????????O????G????????E?????^??_?????????A?????????_????????o?????Bw
single,48,1,12,20,20,0,5,1.2944,1,23,8,,o?r{?????E?^???????????o?Bw???????????????E???^???????????A???@?????o???Bw???C????????O????G???????E?????^???_?????????A?????@???????????o?????Bw?C????????????O??????G?????????????E???????^
single,54,1,13,23,23,0,5,1.3232,1,23,9,,u?r{?????E?^???????????o?Bw???????????????E???^????????C????????????o???Bw?????????????O????G??????E?????^????_?????????A?????@??????????o?????Bw??C????????????O??????G????????????E???????^??_?????????????A????????????_???????????o???????Bw
single,60,1,15,25,25,0,5,1.2944,1,23,10,,{?r{?????E?^???????????o?Bw???????????????E???^?????????????????????o???Bw??????????????O????G?????E?????^?????_?????????A?????@?????????o?????Bw???C????????????O??????G???????????E???????^???_?????????????A???????@???????????????o???????Bw?C????????????????O????????G?????????????????E?????????^
single,66,1,16,28,28,0,5,1.318,1,23,11,,~?@A?r{?????E?^???????????o?Bw???????????????E???^?????????????????????o???Bw??????????_??????????????E?????^????????????????A?????@????????o?????Bw????C????????????O??????G??????????E???????^????_?????????????A???????@??????????????o???????Bw??C????????????????O????????G????????????????E?????????^??_?????????????????A???????????????_??????????????o?????????Bw
single,72,1,18,30,30,0,5,1.2944,1,23,12,,~?@G?r{?????E?^???????????o?Bw???????????????E???^?????????????????????o???Bw?????????????????????????E?????^?????????????????A?????@???????o?????Bw?????C????????????O??????G?????????E???????^?????_?????????????A???????@?????????????o???????Bw???C????????????????O????????G???????????????E?????????^???_?????????????????A?????????@???????????????????o?????????Bw?C????????????????????O??????????G?????????????????????E???????????^
single,12,1,3,5,5,0,5,1.2944,1,27,2,,K?z{A??C?F?^
single,18,1,4,8,8,0,5,1.3807,1,27,3,,Q?z{?????F?^O?C?????_??w?Bw
single,24,1,6,10,10,0,5,1.2944,1,27,4,,W?z{?????F?^O???????_??w?BwA???A????C?????F???^
single,30,1,7,13,13,0,5,1.3462,1,27,5,,]?z{?????F?^???????????w?Bw?C?A??????C????F???^O???C??????????_?????w???Bw
single,36,1,9,15,15,0,5,1.2944,1,27,6,,c?z{?????F?^???????????w?By???????????C???F???^??O???_???????_??????w???BwA??????A???????C?????????F?????^
single,42,1,10,18,18,0,5,1.3314,1,27,7,,i?z{?????F?^???????????w?Bw???????????????F???^???_??O????????_?????w???Bw?C???A??????????C????????F?????^O?????C???????????????_????????w?????Bw
single,48,1,12,20,20,0,5,1.2944,1,27,8,,o?z{?????F?^???????????w?Bw???????????????F???^O???????????????_????w???Bw??A????C?????????C???????F?????^??O?????_???????????_??????????w?????BwA?????????A??????????C?????????????F???????^
single,54,1,13,23,23,0,5,1.3232,1,27,9,,u?z{?????F?^???????????w?Bw???????????????F???^?????????????????????w???Bw???C???A??????????C??????F?????^???_????O????????????_?????????w?????Bw?C?????A??????????????C????????????F???????^O???????C????????????????????_???????????w???????Bw
single,60,1,15,25,25,0,5,1.2944,1,27,10,,{?z{?????F?^???????????w?Bw???????????????F???^?????????????????????w???By???????????????????C?????F?????^????O?????_???????????_????????w?????Bw??A??????C?????????????C???????????F???????^??O???????_???????????????_??????????????w???????BwA????????????A?????????????C?????????????????F?????????^
single,66,1,16,28,28,0,5,1.318,1,27,11,,~?@A?z{?????F?^???????????w?Bw???????????????F???^?????????????????????w???Bw?????????????????????????F?????^?????_????O????????????_???????w?????Bw???C?????A??????????????C??????????F???????^???_??????O????????????????_?????????????w???????Bw?C???????A??????????????????C????????????????F?????????^O?????????C?????????????????????????_??????????????w?????????Bw
single,72,1,18,30,30,0,5,1.2944,1,27,12,,~?@G?z{?????F?^???????????w?Bw???????????????F???^?????????????????????w???Bw?????????????????????????F?????^O???????????????????????_??????w?????Bw????A??????C?????????????C?????????F???????^????O???????_???????????????_????????????w???????Bw??A????????C?????????????????C???????????????F?????????^??O?????????_???????????????????_??????????????????w?????????BwA???????????????A????????????????C?????????????????????F???????????^
single,12,1,3,5,5,0,5,1.2944,1,29,2,,K?~xAA???F_^
single,18,1,4,8,8,0,5,1.3807,1,29,3,,Q?~{?????F_^G?O??C?????{?Bw
single,24,1,6,10,10,0,5,1.2944,1,29,4,,W?~w?????F_^?G?O?O?????{?Bx??A??A?????????F_??^
single,30,1,7,13,13,0,5,1.3462,1,29,5,,]?~w?????F_^_??????????{?Bw@??A??A????????F_??^G???O?????C??????????{???Bw
single,36,1,9,15,15,0,5,1.2944,1,29,6,,c?~w?????F_^???????????{?Bw?@??A??A???????F_??^?G???O???O???????????{???Bx????A????A???????????????F_????^
single,42,1,10,18,18,0,5,1.3314,1,29,7,,i?~w?????F_^???????????{?B{???????????????F_??^??G???O???O??????????{???Bw@????A????A??????????????F_????^G?????O????????C???????????????{?????Bw
single,48,1,12,20,20,0,5,1.2944,1,29,8,,o?~w?????F_^???????????{?Bw???????????????F_??^???G???O???O?????????{???Bw?@????A????A?????????????F_????^?G?????O?????O?????????????????{?????Bx??????A??????A?????????????????????F_??????^
single,54,1,13,23,23,0,5,1.3232,1,29,9,,u?~w?????F_^???????????{?Bw???????????????F_??^_????????????????????{???Bw??@????A????A????????????F_????^??G?????O?????O????????????????{?????Bw@??????A??????A????????????????????F_??????^G???????O???????????C????????????????????{???????Bw
single,60,1,15,25,25,0,5,1.2944,1,29,10,,{?~w?????F_^???????????{?Bw???????????????F_??^?????????????????????{???Bw???@????A????A???????????F_????^???G?????O?????O???????????????{?????Bw?@??????A??????A???????????????????F_??????^?G???????O???????O???????????????????????{???????Bx????????A????????A???????????????????????????F_????????^
single,66,1,16,28,28,0,5,1.318,1,29,11,,~?@A?~w?????F_^???????????{?Bw???????????????F_??^?????????????????????{???B{?????????????????????????F_????^????G?????O?????O??????????????{?????Bw??@??????A??????A??????????????????F_??????^??G???????O???????O??????????????????????{???????Bw@????????A????????A??????????????????????????F_????????^G?????????O??????????????C?????????????????????????{?????????Bw
single,72,1,18,30,30,0,5,1.2944,1,29,12,,~?@G?~w?????F_^???????????{?Bw???????????????F_??^?????????????????????{???Bw?????????????????????????F_????^?????G?????O?????O?????????????{?????Bw???@??????A??????A?????????????????F_??????^???G???????O???????O?????????????????????{???????Bw?@????????A????????A?????????????????????????F_????????^?G?????????O?????????O?????????????????????????????{?????????Bx??????????A??????????A?????????????????????????????????F_??????????^
single,12,1,3,5,5,0,5,1.2944,1,18,2,,K?bw?__O?C?^
single,18,1,4,8,8,0,5,1.3807,1,18,3,,Q?bwA????C?^??C?C???_??_?Bw
single,24,1,6,10,10,0,5,1.2944,1,18,4,,W?bw?????C?^???C?C?A???_?Bw???_??_??O?????C???^
single,30,1,7,13,13,0,5,1.3462,1,18,5,,]?bw?????C?^??O????????_?Bw????_??_??O????C???^????C???C??????_?????_???Bw
single,36,1,9,15,15,0,5,1.2944,1,18,6,,c?bw?????C?^???????????_?Bw?????_??_??O???C???^?????C???C???A???????_???Bw?????_????_????O?????????C?????^
single,42,1,10,18,18,0,5,1.3314,1,18,7,,i?bw?????C?^???????????_?Bw??A????????????C???^??????C???C???A??????_???Bw??????_????_????O????????C?????^??????C?????C?????????_????????_?????Bw
single,48,1,12,20,20,0,5,1.2944,1,18,8,,o?bw?????C?^???????????_?Bw???????????????C???^???????C???C???A?????_???Bw???????_????_????O???????C?????^???????C?????C?????A???????????_?????Bw???????_??????_??????O?????????????C???????^
single,54,1,13,23,23,0,5,1.3232,1,18,9,,u?bw?????C?^???????????_?Bw???????????????C???^????O????????????????_???Bw????????_????_????O??????C?????^????????C?????C?????A??????????_?????Bw????????_??????_??????O????????????C???????^????????C???????C????????????_???????????_???????Bw
single,60,1,15,25,25,0,5,1.2944,1,18,10,,{?bw?????C?^???????????_?Bw???????????????C???^?????????????????????_???Bw?????????_????_????O?????C?????^?????????C?????C?????A?????????_?????Bw?????????_??????_??????O???????????C???????^?????????C???????C???????A???????????????_???????Bw?????????_????????_????????O?????????????????C?????????^
